Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
12-20,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists, Others",3,Once a week,Health and Fitness,Conversational,Both,Shorter,Ok,85b62bc1-934f-494a-b5dc-089effc3af5d,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,5,Once a week,Food and cooking,Conversational,Both,Shorter,Satisfied,ea85b9ff-e696-4c0d-a1a3-290ee202159f,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"Office hours, While Traveling",Others,4,Never,Food and cooking,Conversational,Both,Shorter,Ok,d20d3a09-885c-495c-a336-94fd06f551b4,Low Engagement,New User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,All,Night,"Uplifting and motivational, Social gatherings or parties",leisure time,"recommendations, Playlists",4,Never,Comedy,Story telling,Unknown,Unknown,Ok,2c508b11-ff7f-46f7-b8ef-4c8e0a64acef,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Social/Party, Uplifting/Motivational",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,ecafe041-3204-45d3-aeeb-0920624a6a04,Low Engagement,Emerging User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,fd8f65c6-3641-458f-87fe-0b6a0c6c8f05,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Story telling,Both,Shorter,Ok,c3d5da10-3af2-4674-8327-d395d50d0f17,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session","recommendations, Playlists, Others",4,Rarely,Comedy,Story telling,Both,Shorter,Ok,3fb7070b-a213-481a-85c8-75b50e3bcef2,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,493fd6e3-b150-4975-aed0-52aa1127f4bc,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",leisure time,recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,73d91f90-fd4f-4814-8925-793f5a315a7a,Moderately Engaged,New User,Standard,Music,Recommendations,Varied,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Uplifting and motivational,While Traveling,"recommendations, Playlists",4,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,2af01df5-b05d-4315-8574-9219a4540611,Moderately Engaged,New User,Standard,Music,Recommendations,Uplifting/Motivational,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, leisure time",Radio,3,Rarely,Unknown,Unknown,Unknown,Shorter,Ok,b4424efb-4656-4a91-b833-3932447ebab1,Low Engagement,Loyal User,Standard,Podcast,Radio,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,01e5c6c1-dfd9-4b91-896d-c850a1938d1c,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,49c02551-fc61-4bbc-88eb-00d3f845ffdd,Low Engagement,Loyal User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"While Traveling, leisure time",recommendations,3,Once a week,Comedy,Story telling,unknown Podcasters,Both,Ok,5975ea2a-ab2a-406a-9414-6169d4aa10c3,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Sadness/Melancholy,Not Satisfied
12-20,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Morning,Relaxation and stress relief,While Traveling,recommendations,5,Daily,Health and Fitness,Story telling,Both,Longer,Very Satisfied,d426e976-2b0c-40a9-b390-d53dd4921ec8,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Social gatherings or parties,leisure time,recommendations,4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,3bb17728-6612-415d-bdae-ed109360bb46,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Social/Party,Not Satisfied
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Longer,Satisfied,1e2a61b8-a3ee-432c-8078-8c4895b08e32,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Uplifting and motivational,Workout session,Playlists,5,Several times a week,Comedy,Story telling,Both,Both,Very Satisfied,65bd4bc5-574c-4625-a3cd-cb33046a7e38,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
35-60,Male,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,5,Rarely,Comedy,Educational,Well known individuals,Shorter,Very Satisfied,fb535137-5afd-4a54-bee8-9243912f2cdd,Moderately Engaged,Emerging User,Standard,Music,Radio,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,daba1c07-d91c-48d8-8c36-8ccd983f7010,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,03096b31-4e3d-420d-8a13-16fde6f1d042,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Electronic/Dance,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Very Satisfied,fc6267e4-4350-4a2b-97c8-b64dc2eb7d9b,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Story telling,Both,Shorter,Satisfied,45b9c8c5-a217-4d3a-ab7b-baad02497c06,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,recommendations,3,Rarely,Unknown,Conversational,Both,Both,Satisfied,30bdd9b6-35ee-48e6-be2a-6e41cceaf141,Moderately Engaged,New User,Standard,Music,Recommendations,Sadness/Melancholy,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,1,Never,Unknown,Unknown,Unknown,Unknown,Very Dissatisfied,3034cb60-11e0-45be-bdc1-9d378934a8dd,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,e91fd5a5-c740-419d-b36a-2c3c12e26884,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Comedy,Unknown,Unknown,Both,Ok,7cfe54de-fd47-446e-939f-cafc23dce009,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,6c086630-33a7-49b9-8614-4297e7c9afd2,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,"Workout session, leisure time",Playlists,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,dd50af1e-ba66-4eae-a97a-b4f9eb5be9c3,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Sadness or melancholy,"Workout session, leisure time",Others,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,f786b5c0-504e-49f8-8b2a-2e07668124cb,Moderately Engaged,Loyal User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,530530c3-19b0-4e77-8c80-3a2e135ce292,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, Workout session, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,912a9137-ddc4-4e78-90fc-011a86329b52,Low Engagement,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Others",4,Several times a week,Lifestyle and Health,Conversational,Both,Both,Very Satisfied,c9ba0fbf-b49c-4283-b72f-d49aefc3b5a5,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,"Others, Search",4,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,398ba844-2c65-4d17-bf6a-31470a39db1d,Moderately Engaged,Loyal User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",5,Rarely,Food and cooking,Conversational,Both,Shorter,Satisfied,586fa6e1-335b-488b-b722-e593ebb22812,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,Study Hours,Playlists,3,Never,Unknown,Story telling,unknown Podcasters,Shorter,Ok,8a959751-5a0d-43f0-a5de-334219d36c89,Low Engagement,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Both,Ok,cd041ad8-56f7-456f-942b-82333aebdfd3,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,recommendations,3,Rarely,Comedy,Unknown,Unknown,Shorter,Ok,bd533579-f7cd-449b-acbc-ad02bc067e75,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Others",3,Once a week,Sports,Unknown,Unknown,Unknown,Ok,e7481fbe-aa37-4fcc-98b3-b1b8da16f2fe,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Educational,Both,Shorter,Satisfied,6735f55d-f373-4843-a70f-f463e3cfd88f,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Several times a week,Comedy,Story telling,Well known individuals,Shorter,Ok,33e3b2d5-abb6-4fce-9ee6-7cc690ef7913,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",Playlists,2,Rarely,Comedy,Educational,Both,Longer,Satisfied,d10e9882-5367-4c4a-9b70-a3bc39a25b31,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Uplifting/Motivational",Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,leisure time,"recommendations, Playlists",3,Rarely,Unknown,Unknown,Unknown,Shorter,Ok,2a77150b-3158-4b1b-beb7-29918453a485,Moderately Engaged,New User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling, ",recommendations,4,Several times a week,Unknown,Unknown,Unknown,Unknown,Ok,80cf5791-8987-4670-930a-6a7b63fb7dd4,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,26f41b4e-5800-40d6-af4d-1d878429da90,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,9e1752c4-b1c1-4b29-9ff8-73dbc39f9588,Moderately Engaged,Loyal User,Standard,Music,Others,Varied,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Shorter,Ok,f4af599b-8abd-4e02-a1d3-919f6dfd2cb7,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,3ac37783-50e0-4f02-8527-24cedb653da0,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Social/Party, Sadness/Melancholy",Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,774fe88c-6feb-421c-8be7-6f5abcae128e,Low Engagement,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,Playlists,4,Rarely,Food and cooking,Conversational,Both,Shorter,Ok,c7fa5817-2303-4d0d-9779-8a8a8173549c,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,b7212274-9400-42b2-a7cd-63124394992b,Moderately Engaged,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,"Office hours, leisure time",Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,d168f499-7073-4950-b3f9-5bd339903603,Low Engagement,Emerging User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rock,Morning,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session, leisure time",Playlists,3,Never,Unknown,Unknown,Well known individuals,Shorter,Dissatisfied,e6c75e19-7645-4685-96a6-bdafe099bac4,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Comedy,Conversational,Well known individuals,Shorter,Satisfied,2641d9e9-1bb3-49ae-9f8b-c485f11c1e4e,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,Less than 6 months,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Afternoon,Relaxation and stress relief,leisure time,Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,fdc0b6fe-32bc-493e-aa31-b705c5992f30,Moderately Engaged,New User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,5,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,7041fe37-75d1-4343-b1ce-2085f0d2c7a3,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Others",5,Rarely,Self help,Story telling,Both,Shorter,Satisfied,445ab5fa-8a2d-4f36-ad42-b6e479e45f70,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,"Classical & melody, dance",Night,Relaxation and stress relief,leisure time,Others,3,Never,Unknown,Conversational,Well known individuals,Unknown,Ok,b3321c5f-ab6e-406f-ad6f-04f084298984,Moderately Engaged,Loyal User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,c4c54723-7e8c-4a63-ba08-b058e3364a3d,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Varied,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Educational,unknown Podcasters,Shorter,Satisfied,93b1dd73-89e7-4d85-971a-01506cf1ea2c,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Interview,Both,Shorter,Ok,edde9aa4-801f-424b-98fe-ed93130a5a70,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Educational,Both,Both,Ok,43c7d4e9-2094-404a-b9c3-7b8e97ee754a,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,classical,Night,Relaxation and stress relief,"Office hours, While Traveling",Playlists,4,Rarely,Comedy,Conversational,Unknown,Shorter,Ok,dc5b72f2-317f-4b21-ada5-a52acb6130f5,Low Engagement,Loyal User,Standard,Podcast,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,classical,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Others,4,Never,Unknown,Unknown,Unknown,Unknown,Very Satisfied,7f47bb84-2b93-4915-9142-b39ec46d2f1c,Moderately Engaged,Loyal User,Standard,Music,Others,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",Playlists,4,Never,Unknown,Conversational,Unknown,Shorter,Ok,978efdeb-9558-419e-8629-e664d62771bc,Moderately Engaged,Loyal User,Standard,Music,Playlists,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Both,Both,Satisfied,e5d403ae-ab26-4f5c-95f8-831357904135,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Morning,Relaxation and stress relief,leisure time,recommendations,3,Rarely,Health and Fitness,Educational,Both,Shorter,Satisfied,a00ee173-bf8b-430d-830a-2ec8f00000f2,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
